Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_003483,Barley mild mosaic virus,RefSeq,GCF_000862285.1,"Peerenboom,E., Cartwright,E.J., Foulds,I., Adams,M.J., Stratford,R., Rosner,A., Steinbiss,H.H., Antoniw,J.F.","National Center for Biotechnology Information, NIH",USA,1997-12-02,UK-F,Barley mild mosaic virus,7262,complete,RNA 1,,,Hordeum vulgare,,
NC_003540,Chrysanthemum chlorotic mottle viroid,RefSeq,GCF_000839165.1,"Navarro,B., Flores,R.","National Center for Biotechnology Information, NIH",USA,1997-11-30,Horst,Chrysanthemum chlorotic mottle viroid,399,complete,,,,,,
NC_001781,Human orthopneumovirus,RefSeq,GCF_000855545.1,"Karron,R.A., Buonagurio,D.A., Georgiu,A.F., Whitehead,S.S., Adamus,J.E., Clements-Mann,M.L., Harris,D.O., Randolph,V.B., Udem,S.A., Murphy,B.R., Sidhu,M.S.","National Center for Biotechnology Information, NIH",USA,1997-11-02,,Orthopneumovirus hominis,15225,complete,,,,,,
NC_003871,Carrot red leaf luteovirus associated RNA,RefSeq,GCF_000851505.1,"Watson,M.T., Tian,T., Estabrook,E., Falk,B.W.","National Center for Biotechnology Information, NIH",USA,1997-11-02,,Carrot red leaf luteovirus associated RNA,2835,complete,,,,,,
NC_003826,Tomato bushy stunt virus satellite RNA,RefSeq,GCF_000846405.1,"Celix,A., Rodriguez-Cerezo,E., Garcia-Arenal,F.","National Center for Biotechnology Information, NIH",USA,1997-10-26,B1,Tomato bushy stunt virus satellite RNA,822,complete,,,,,,
NC_001841,Sweet potato feathery mottle virus,RefSeq,GCF_000863185.1,"Olspert,A., Carr,J.P., Firth,A.E., Untiveros,M., Artola,K., Kreuze,J.F., Valkonen,J.P., Mingot,A., Valli,A., Rodamilans,B., San Leon,D., Baulcombe,D.C., Garcia,J.A., Lopez-Moya,J.J., Chung,B.Y., Atkins,J.F., Baulcombe,D., Sakai,J., Mori,M., Morishita,T., Tanaka,M., Hanada,K., Usugi,T., Nishiguchi,M.","National Center for Biotechnology Information, NIH",USA,1997-10-13,,Potyvirus batataplumei,10820,complete,,,,,,
NC_002048,Potato yellow mosaic Panama virus,RefSeq,GCF_000839305.1,"Engel,M., Fernandez,O., Jeske,H., Frischmuth,T.","National Center for Biotechnology Information, NIH",USA,1997-10-09,,Potato yellow mosaic Panama virus,2584,complete,DNA A,,,,,
NC_002049,Potato yellow mosaic Panama virus,RefSeq,GCF_000839305.1,"Engel,M., Fernandez,O., Jeske,H., Frischmuth,T.","National Center for Biotechnology Information, NIH",USA,1997-10-09,,Potato yellow mosaic Panama virus,2542,complete,DNA B,,,,,
NC_001839,Petunia vein clearing virus,RefSeq,GCF_000839385.1,"Richert-Poggeler,K.R., Shepherd,R.J., Richert-Poeggeler,K.R., Hohn,T.","National Center for Biotechnology Information, NIH",USA,1997-10-03,,Petuvirus venapetuniae,7206,complete,,,,Petunia,,
NC_001837,Pegivirus platyrrhini,RefSeq,GCF_000847425.1,"Leary,T.P., Desai,S.M., Erker,J.C., Mushahwar,I.K., Yamaguchi,J., Chalmers,M.L., Schlauder,G.G., Dawson,G.J.","National Center for Biotechnology Information, NIH",USA,1997-09-23,,Pegivirus platyrrhini,9550,complete,,,,,,
NC_001836,Little cherry virus 1,RefSeq,GCF_000862325.1,"Jelkmann,W., Fechtner,B., Agranovsky,A.A.","National Center for Biotechnology Information, NIH",USA,1997-09-12,,Little cherry virus 1,16934,complete,,,,,,
NC_001834,Drosophila C virus,RefSeq,GCF_000850085.1,"Johnson,K.N., Christian,P.D.","National Center for Biotechnology Information, NIH",USA,1997-09-10,,Cripavirus drosophilae,9264,complete,,,,,,
NC_001831,Bovine foamy virus,RefSeq,GCF_000848225.1,"Renshaw,R.W., Casey,J.W., Holzschu,D.L., Delaney,M.A.","National Center for Biotechnology Information, NIH",USA,1997-09-03,,Bovine foamy virus,12002,complete,,,,,,
NC_004168,Yellowtail ascites virus,RefSeq,GCF_000853245.1,"Suzuki,S., Kimura,M., Kusuda,R.","National Center for Biotechnology Information, NIH",USA,1997-09-03,,Aquabirnavirus ascitae,2976,complete,A,,,,,
NC_003779,Plautia stali intestine virus,RefSeq,GCF_000851405.1,"Sasaki,J., Nakashima,N., Saito,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1997-08-27,,Triatovirus plastali,8797,complete,,,,Plautia stali,,
NC_001829,Adeno-associated virus - 4,RefSeq,GCF_000836885.1,"Chiorini,J.A., Yang,L., Liu,Y., Safer,B., Kotin,R.M.","National Center for Biotechnology Information, NIH",USA,1997-08-21,ATCC VR-646,Dependoparvovirus primate1,4767,complete,,,,,,
NC_001830,Pear blister canker viroid,RefSeq,GCF_000855365.1,"Hernandez,C., Elena,S.F., Moya,A., Flores,R.","National Center for Biotechnology Information, NIH",USA,1997-08-21,,Pear blister canker viroid,315,complete,,,,,,
NC_001828,Tomato mottle Taino virus,RefSeq,GCF_000838745.1,"Ramos,P.L., Guerra,O., Peral,P., Oramas,P., Guevara,R.G., Rivera-Bustamante,R., Guevara-Gonzalez,R.","National Center for Biotechnology Information, NIH",USA,1997-08-09,,Tomato mottle Taino virus,2597,complete,DNA A,,,,,
NC_001917,Tomato mottle Taino virus,RefSeq,GCF_000838745.1,"Ramos,P.L., Guerra,O., Peral,R., Oramas,P., Guevara-Gonzalez,R., Rivera-Bustamante,R.","National Center for Biotechnology Information, NIH",USA,1997-08-09,,Tomato mottle Taino virus,2562,complete,DNA B,,,,,
NC_004102,Hepatitis C virus genotype 1,RefSeq,GCF_000861845.1,"Choi,J., Xu,Z., Ou,J.H., Carrere-Kremer,S., Montpellier-Pala,C., Cocquerel,L., Wychowski,C., Penin,F., Dubuisson,J., Kolykhalov,A.A., Agapov,E.V., Blight,K.J., Mihalik,K., Feinstone,S.M., Rice,C.M.","National Center for Biotechnology Information, NIH",USA,1997-08-09,H77,Hepacivirus hominis,9646,complete,,,,,,
NC_003493,Bean yellow dwarf virus,RefSeq,GCF_000849725.1,"Liu,L., van Tonder,T., Pietersen,G., Davies,J.W., Stanley,J.","National Center for Biotechnology Information, NIH",USA,1997-07-28,,Bean yellow dwarf virus,2561,complete,,,,Phaseolus vulgaris,,
NC_003855,Peanut stunt virus satellite RNA,RefSeq,GCF_000845885.1,"Militao,V., Moreno,I., Rodriguez-Cerezo,E., Garcia-Arenal,F.","National Center for Biotechnology Information, NIH",USA,1997-07-28,,Peanut stunt virus satellite RNA,393,complete,,,,,,
NC_003769,Rice ragged stunt virus,RefSeq,GCF_000852965.1,"Upadhyaya,N.M., Ramm,K., Gellatly,J.A., Li,Z., Kositratana,W., Waterhouse,P.M.","National Center for Biotechnology Information, NIH",USA,1997-07-19,,Rice ragged stunt virus,1162,complete,,,,,,
NC_003770,Rice ragged stunt virus,RefSeq,GCF_000852965.1,"Upadhyaya,N.M., Ramm,K., Gellatly,J.A., Li,Z., Kositratana,W., Waterhouse,P.M.","National Center for Biotechnology Information, NIH",USA,1997-07-19,,Rice ragged stunt virus,1938,complete,,,,,,
NC_003487,Tobacco necrosis virus D,RefSeq,GCF_000848725.1,"Molnar,A., Havelda,Z., Dalmay,T., Szutorisz,H., Burgyan,J.","National Center for Biotechnology Information, NIH",USA,1997-07-02,Hungarian,Betanecrovirus nicotianae,3762,complete,,,,,,
NC_001818,Galinsoga mosaic virus,RefSeq,GCF_000859945.1,"Ciuffreda,P., Rubino,L., Russo,M.","National Center for Biotechnology Information, NIH",USA,1997-06-20,,Gallantivirus galinsogae,3803,complete,,,,,,
NC_003898,Tomato leaf curl Taiwan virus,RefSeq,GCF_000840145.1,"Chiang,B.T., Green,S.K., Tsai,W.S., Nakhla,M.K., Maxwell,D.P.","National Center for Biotechnology Information, NIH",USA,1997-06-12,,Tomato leaf curl Taiwan virus,2739,complete,,,,,,
NC_003626,Maize chlorotic dwarf virus,RefSeq,GCF_000861445.1,"Reddick,B.B., Habera,L.F., Law,M.D.","National Center for Biotechnology Information, NIH",USA,1997-06-06,,Waikavirus zeae,11832,complete,,,,,,
NC_003570,Elm mottle virus,RefSeq,GCF_000850545.1,"Scott,S.W., Zimmerman,M.T., Ge,X.","National Center for Biotechnology Information, NIH",USA,1997-06-03,,Elm mottle virus,2315,complete,,,,Ulmus glabra,,
NC_001814,Ryegrass mosaic virus,RefSeq,GCF_000860685.1,"Schubert,J., Merits,A., Jaervekuelg,L., Paulin,L., Rubenstein,F., Schubert,J.L.","National Center for Biotechnology Information, NIH",USA,1997-05-31,,Ryegrass mosaic virus,9535,complete,,,,,,
NC_001812,Cymbidium mosaic virus,RefSeq,GCF_000865585.1,"Wong,S.M., Mahtani,P.H., Lee,K.C., Yu,H.H., Tan,Y., Neo,K.K., Chan,Y., Wu,M., Chng,C.G.","National Center for Biotechnology Information, NIH",USA,1997-05-19,,Cymbidium mosaic virus,6227,complete,,,,,,
NC_001809,Louping ill virus,RefSeq,GCF_000863165.1,"Gritsun,T.S., Venugopal,K., Zanotto,P.M., Mikhailov,M.V., Sall,A.A., Holmes,E.C., Polkinghorne,I., Frolova,T.V., Pogodina,V.V., Lashkevich,V.A., Gould,E.A.","National Center for Biotechnology Information, NIH",USA,1997-04-29,,Orthoflavivirus loupingi,10871,complete,,,,,,
NC_003758,Rice ragged stunt virus,RefSeq,GCF_000852965.1,"Upadhyaya,N.M., Zinkowsky,E., Kositratana,W., Waterhouse,P.M.","National Center for Biotechnology Information, NIH",USA,1997-04-09,Thailand,Rice ragged stunt virus,1914,complete,,,,,,
NC_001803,Human respiratory syncytial virus A,RefSeq,GCF_000856445.1,"Tolley,K.P., Marriott,A.C., Simpson,A., Plows,D.J., Matthews,D.A., Longhurst,S.J., Evans,J.E., Johnson,J.L., Cane,P.A., Easton,A.J., Pringle,C.R.","National Center for Biotechnology Information, NIH",USA,1997-03-28,,Orthopneumovirus hominis,15191,complete,,,,,,
NC_001800,Garlic virus X,RefSeq,GCF_000856365.1,"Song,S.I., Song,J.T., Kim,C.H., Lee,J.S., Choi,Y.D.","National Center for Biotechnology Information, NIH",USA,1997-03-14,Korea,Garlic virus X,8106,complete,,,,Allium sativum,,
NC_003844,Tobacco streak virus,RefSeq,GCF_000865505.1,"Scott,S.W., Zimmerman,M.T., Ge,X.","National Center for Biotechnology Information, NIH",USA,1997-03-04,,Tobacco streak virus,3491,complete,RNA 1,,,,,
NC_002551,Vesicular exanthema of swine virus,RefSeq,GCF_000847705.1,"Neill,J.D., Meyer,R.F., Seal,B.S., Ridpath,J.F.","MDI, National Animal Disease Center, 2300 Dayton Ave., Ames, IA 50010",USA,1997-03-03,,Vesicular exanthema of swine virus,8284,complete,,,,,,
NC_003842,Tobacco streak virus,RefSeq,GCF_000865505.1,"Scott,S.W., Zimmerman,M.T., Ge,X.","National Center for Biotechnology Information, NIH",USA,1997-03-03,WC,Tobacco streak virus,2926,complete,,,,Nicotiana glutinosa,,
NC_001477,dengue virus type 1,RefSeq,GCF_000862125.1,"Puri,B., Nelson,W.M., Henchal,E.A., Hoke,C.H., Eckels,K.H., Dubois,D.R., Porter,K.R., Hayes,C.G., McKee,K.T. Jr., Bancroft,W.H., Redfield,R.R., Summers,P.L., Russell,P.K.","National Center for Biotechnology Information, NIH",USA,1997-02-28,,Orthoflavivirus denguei,10735,complete,,,,,,
NC_001793,Oat blue dwarf virus,RefSeq,GCF_000861425.1,"Edwards,M.C., Zhang,Z., Weiland,J.J.","National Center for Biotechnology Information, NIH",USA,1997-02-19,,Marafivirus avenae,6509,complete,,,,,,
NC_003518,Beet soil-borne virus,RefSeq,GCF_000851945.1,"Koenig,R., Commandeur,U., Loss,S., Beier,C., Kaufmann,A., Lesemann,D.E.","National Center for Biotechnology Information, NIH",USA,1997-02-14,,Beet soil-borne virus,3454,complete,RNA 2,,,Beta vulgaris,,
NC_001789,Deltapapillomavirus 3,RefSeq,GCF_000863705.1,"Karlis,J., Delius,H., Baird,P.J., Meischke,H.R.C., Burrell,C.J., Higgins,G.D.","National Center for Biotechnology Information, NIH",USA,1997-02-02,,Deltapapillomavirus 3,7761,complete,,,,,,
NC_003841,Orthotospovirus citrullomaculosi,RefSeq,GCF_000858945.1,"Chu,F.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,1997-02-01,Taiwan,Orthotospovirus citrullomaculosi,4880,complete,M,,,,,
NC_001786,Barmah Forest virus,RefSeq,GCF_000847585.1,"Lee,E., Stocks,C., Lobigs,P., Hislop,A., Straub,J., Marshall,I., Weir,R., Dalgarno,L.","National Center for Biotechnology Information, NIH",USA,1997-01-14,,Barmah Forest virus,11488,complete,,,,,,
NC_002598,Panicum mosaic virus,RefSeq,GCF_000856325.1,"Turina,M., Maruoka,M., Monis,J., Jackson,A.O., Scholthof,K.B., Scholthof,K.-B.G.","National Center for Biotechnology Information, NIH",USA,1997-01-14,,Panicovirus panici,4326,complete,,,,,,
NC_003463,Apscaviroid fossulamali,RefSeq,GCF_000854605.1,"Di Serio,F., Aparicio,F., Alioto,D., Ragozzino,A., Flores,R.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Apscaviroid fossulamali,306,complete,,,,Malus domestica,,
NC_003613,Iresine viroid 1,RefSeq,GCF_000852825.1,"Spieker,R.L.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Iresine viroid 1,370,complete,,,,,,
NC_003682,Coleus blumei viroid 2,RefSeq,GCF_000851325.1,"Spieker,R.L., Saenger,H.L.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Coleus blumei viroid 2,301,complete,,,,,,
NC_003683,Coleus blumei viroid 3,RefSeq,GCF_000852105.1,"Spieker,R.L., Marinkovic,S., Sanger,H.L.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Coleus blumei viroid 3,364,complete,,,,Coleus scutellarioides,,
NC_003797,Sweet potato mild mottle virus,RefSeq,GCF_000860665.1,"Colinet,D., Kummert,J., Lepoivre,P.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Sweet potato mild mottle virus,10818,complete,,,,,,
NC_003882,Coleus blumei viroid,RefSeq,GCF_000850865.1,"Spieker,R.L., Saenger,H.L.","National Center for Biotechnology Information, NIH",USA,1997-01-08,,Coleus blumei viroid,295,complete,,,,,,
NC_001782,Saccharomyces cerevisiae killer virus M1,RefSeq,GCF_000848385.1,"Russell,P.J., Bennett,A.M., Love,Z., Baggott,D.M.","National Center for Biotechnology Information, NIH",USA,1996-12-03,,Saccharomyces cerevisiae killer virus M1,1801,complete,,,,Saccharomyces cerevisiae,,
NC_001780,Saguaro cactus virus,RefSeq,GCF_000853965.1,"Xiong,Z., Weng,Z.","National Center for Biotechnology Information, NIH",USA,1996-11-27,,Alphacarmovirus cacti,3879,complete,,,,,,
NC_003843,Orthotospovirus citrullomaculosi,RefSeq,GCF_000858945.1,"Yeh,S.-D., Sun,I.-J., Ho,H.-M., Chang,T.-F.","National Center for Biotechnology Information, NIH",USA,1996-11-27,Tospo-W,Orthotospovirus citrullomaculosi,3534,complete,S,,,,,
NC_003773,Rice dwarf virus,RefSeq,GCF_000850725.1,"Xiao,J., Li,Y., Zhang,J., Liu,J., Chen,Z., Suzuki,N., Tanimura,M., Watanabe,Y., Kusano,T., Kitagawa,Y., Suda,N., Kudo,H., Uyeda,I., Shikata,E.","National Center for Biotechnology Information, NIH",USA,1996-11-13,,Rice dwarf virus,4422,complete,1,,,,,
NC_003774,Rice dwarf virus,RefSeq,GCF_000850725.1,"Lu,R., Li,Y., Yang,C., Yan,H., Chen,Z., Uyeda,I., Suda,N., Yamada,N., Kudo,H., Murao,K., Suga,H., Kimura,I., Shikata,E., Kitagawa,Y., Kusano,T., et al., Xiao,J.","National Center for Biotechnology Information, NIH",USA,1996-11-13,,Rice dwarf virus,3512,complete,2,,,,,
NC_003866,Cabbage leaf curl virus,RefSeq,GCF_000838405.1,"Abouzid,A.M., Hiebert,E., Strandberg,J.O.","National Center for Biotechnology Information, NIH",USA,1996-11-01,,Cabbage leaf curl virus,2583,complete,,,,,,
NC_003887,Cabbage leaf curl virus,RefSeq,GCF_000838405.1,"Abouzid,A.M., Hiebert,E., Strandberg,J.O.","National Center for Biotechnology Information, NIH",USA,1996-11-01,,Cabbage leaf curl virus,2513,complete,,,,,,
NC_003772,Rice dwarf virus,RefSeq,GCF_000850725.1,"Zhang,F., Li,Y., Liu,Y., An,C., Chen,Z., Suzuki,N., Watanabe,Y., Kusano,T., Kitagawa,Y.","National Center for Biotechnology Information, NIH",USA,1996-10-29,,Rice dwarf virus,3195,complete,3,,,,,
NC_004191,Colorado tick fever virus,RefSeq,GCF_000853265.1,"Attoui,H., De Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,1996-10-29,,Colorado tick fever coltivirus,998,complete,11,,,,,
NC_003569,Elm mottle virus,RefSeq,GCF_000850545.1,"Ge,X., Scott,S.W., Zimmerman,M.T.","National Center for Biotechnology Information, NIH",USA,1996-10-02,,Elm mottle virus,3431,complete,,,,Ulmus glabra,,
NC_002615,European brown hare syndrome virus,RefSeq,GCF_000857785.1,"Le Gall,G., Huguet,S., Vende,P., Vautherot,J.F., Rasschaert,D.","National Center for Biotechnology Information, NIH",USA,1996-09-17,,European brown hare syndrome virus,7442,complete,,,,,,
NC_004177,Drosophila X virus,RefSeq,GCF_000851665.1,"Chung,H.K., Kordyban,S., Cameron,L., Dobos,P.","National Center for Biotechnology Information, NIH",USA,1996-09-16,,Entomobirnavirus drosophilae,3360,complete,A,,,,,
NC_001730,Escherichia phage phiK,RefSeq,GCF_001504835.1,"Kodaira,K., Oki,M., Kakikawa,M., Kimoto,H., Taketo,A., Kodaira,K.I.","National Center for Biotechnology Information, NIH",USA,1996-07-30,wild type,Alphatrevirus phiK,6089,complete,,,,Escherichia,,
NC_004165,Bacillus phage B103,RefSeq,GCF_000840305.1,"Pecenkova,T., Benes,V., Paces,J., Vlcek,C., Paces,V.","National Center for Biotechnology Information, NIH",USA,1996-07-13,,Beecentumtrevirus B103,18630,complete,,,,Bacillus subtilis,,
NC_001729,Adeno-associated virus - 3,RefSeq,GCF_000841585.1,"Muramatsu,S., Mizukami,H., Young,N.S., Brown,K.E.","National Center for Biotechnology Information, NIH",USA,1996-07-11,,Dependoparvovirus primate1,4726,complete,,,,,,
NC_001648,Cassava vein mosaic virus,RefSeq,GCF_000838625.1,"de Kochko,A., Verdaguer,B., Taylor,N., Carcamo,R., Beachy,R.N., Fauquet,C., Kochko de, A.","National Center for Biotechnology Information, NIH",USA,1996-07-02,,Cavemovirus venamanihotis,8159,complete,,,,,,
NC_003825,Tomato pseudo-curly top virus,RefSeq,GCF_000848785.1,"Briddon,R.W., Bedford,I.D., Tsai,J.H., Markham,P.G.","National Center for Biotechnology Information, NIH",USA,1996-06-28,,Tomato pseudo-curly top virus,2861,complete,,,,Solanum nigrum,,
NC_001726,Carrot mottle mimic virus,RefSeq,GCF_000856805.1,"Gibbs,M.J., Cooper,J.I., Waterhouse,P.M., Ziegler,A., Robinson,D.J.","National Center for Biotechnology Information, NIH",USA,1996-06-12,Australian,Umbravirus carotae,4201,complete,,,,,,
NC_004101,Pepper golden mosaic virus,RefSeq,GCF_000842765.1,"Torres-Pacheco,I., Garzon-Tiznado,J.A., Brown,J.K., Becerra-Flora,A., Rivera-Bustamante,R.F.","National Center for Biotechnology Information, NIH",USA,1996-06-12,,Pepper golden mosaic virus,2613,complete,DNA A,,,,,
NC_003620,Groundnut bud necrosis virus,RefSeq,GCF_000851245.1,"Satyanarayana,T., Mitchell,S.E., Reddy,D.V., Kresovich,S., Jarret,R., Naidu,R.A., Gowda,S., Demski,J.W.","National Center for Biotechnology Information, NIH",USA,1996-06-05,,Orthotospovirus arachinecrosis,4801,complete,M,,,,,
NC_001725,Strawberry vein banding virus,RefSeq,GCF_000857365.1,"Petrzik,K., Benes,V., Mraz,I., Honetslegrova-Franova,J., Ansorge,W., Spak,J.","National Center for Biotechnology Information, NIH",USA,1996-06-01,,Caulimovirus venafragariae,7876,complete,,,,Fragaria,,
NC_003603,Groundnut rosette virus,RefSeq,GCF_000851225.1,"Taliansky,M.E., Robinson,D.J., Murant,A.F., Robinson,D.","National Center for Biotechnology Information, NIH",USA,1996-06-01,,Umbravirus arachidis,4019,complete,,,,,,
NC_001724,Snakehead retrovirus,RefSeq,GCF_000849325.1,"Hart,D., Frerichs,G.N., Rambaut,A., Onions,D.E., Ronalds,R.J.","National Center for Biotechnology Information, NIH",USA,1996-05-30,,Snakehead retrovirus,10688,complete,,,,,,
NC_001721,Olive latent virus 1,RefSeq,GCF_000855965.1,"Grieco,F., Savino,V., Martelli,G.P.","National Center for Biotechnology Information, NIH",USA,1996-05-17,,Alphanecrovirus oleae,3699,complete,,,,,,
NC_003605,Lettuce mosaic virus,RefSeq,GCF_000862305.1,"Revers,F., Yang,S.J., Walter,J., Souche,S., Lot,H., Le Gall,O., Candresse,T., Dunez,J., Le Gall,O.J.J.","National Center for Biotechnology Information, NIH",USA,1996-05-14,,Potyvirus lactucae,10080,complete,,,,Lactuca sativa,,
NC_003514,Beet necrotic yellow vein virus,RefSeq,GCF_000854885.1,"Saito,M., Kiguchi,T., Kusume,T., Tamada,T.","National Center for Biotechnology Information, NIH",USA,1996-05-08,S,Beet necrotic yellow vein virus,6746,complete,RNA 1,,,Tetragonia tetragonoides,,
NC_003515,Beet necrotic yellow vein virus,RefSeq,GCF_000854885.1,"Saito,M., Kiguchi,T., Kusume,T., Tamada,T.","National Center for Biotechnology Information, NIH",USA,1996-05-08,S,Beet necrotic yellow vein virus,4609,complete,RNA 2,,,Tetragonia tetragonoides,,
NC_003516,Beet necrotic yellow vein virus,RefSeq,GCF_000854885.1,"Saito,M., Kiguchi,T., Kusume,T., Tamada,T.","National Center for Biotechnology Information, NIH",USA,1996-05-08,S,Beet necrotic yellow vein virus,1774,complete,RNA 3,,,Tetragonia tetragonoides,,
NC_003517,Beet necrotic yellow vein virus,RefSeq,GCF_000854885.1,"Saito,M., Kiguchi,T., Kusume,T., Tamada,T.","National Center for Biotechnology Information, NIH",USA,1996-05-08,S,Beet necrotic yellow vein virus,1465,complete,RNA 4,,,Tetragonia tetragonoides,,
NC_004178,Infectious bursal disease virus,RefSeq,GCF_000855485.1,"Brown,M.D., Skinner,M.A.","National Center for Biotechnology Information, NIH",USA,1996-05-03,UK661,Avibirnavirus gumboroense,3183,complete,A,,,Gallus gallus,,
NC_004179,Infectious bursal disease virus,RefSeq,GCF_000855485.1,"Brown,M.D., Skinner,M.A.","National Center for Biotechnology Information, NIH",USA,1996-05-03,UK661,Avibirnavirus gumboroense,2715,complete,B,,,Gallus gallus,,
NC_004190,Colorado tick fever virus,RefSeq,GCF_000853265.1,"Attoui,H., De Micco,P., de Lamballerie,X., Abed,Y., De Micco,P.H., Charrel,R.N., Biagini,P., Cantaloube,J.F.","National Center for Biotechnology Information, NIH",USA,1996-04-25,,Colorado tick fever coltivirus,675,complete,12,,,,,
NC_003983,Equine rhinitis B virus 1,RefSeq,GCF_000858325.1,"Wutz,G., Auer,H., Nowotny,N., Grosse,B., Skern,T., Kuechler,E.","National Center for Biotechnology Information, NIH",USA,1996-04-12,,Erbovirus A,8828,complete,,,,Equus caballus,,
NC_002543,Horseradish curly top virus,RefSeq,GCF_000837985.1,"Klute,K.A., Nadler,S.A., Stenger,D.C.","National Center for Biotechnology Information, NIH",USA,1996-04-04,,Horseradish curly top virus,3080,complete,,,,,,
NC_003519,Beet soil-borne virus,RefSeq,GCF_000851945.1,"Koenig,R., Beier,C., Commandeur,U., Luth,U., Kaufmann,A., Luddecke,P.","National Center for Biotechnology Information, NIH",USA,1996-03-13,,Beet soil-borne virus,3005,complete,RNA 3,,,,,
NC_003492,Bean yellow mosaic virus,RefSeq,GCF_000863145.1,"Nakamura,S., Honkura,R., Iwai,T., Ugaki,M., Ohashi,Y., Ohshima,M.","National Center for Biotechnology Information, NIH",USA,1996-03-08,,Potyvirus phaseoluteum,9532,complete,,,,,,
NC_003761,Rice dwarf virus,RefSeq,GCF_000850725.1,"Zhao,X., Li,Y., Liu,Y., Liang,X., Chen,Z., Pan,N.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,2218,complete,4,,,,,
NC_003762,Rice dwarf virus,RefSeq,GCF_000850725.1,"Li,W., Li,Y., Pan,N., Chen,Z., Zhao,X.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,2449,complete,5,,,,,
NC_003763,Rice dwarf virus,RefSeq,GCF_000850725.1,"Liu,Y., Li,Y., Pan,N., Chen,Z., Zhao,X.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1579,complete,6,,,,,
NC_003764,Rice dwarf virus,RefSeq,GCF_000850725.1,"Li,W., Li,Y., Zhang,X., Chu,R., Chen,Z., Zhao,X., Pan,N.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1397,complete,8,,,,,
NC_003765,Rice dwarf virus,RefSeq,GCF_000850725.1,"Qu,L., Li,Y., Zhu,Y., Pan,N., Chen,Z., Zhao,X.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1224,complete,9,,,,,
NC_003766,Rice dwarf virus,RefSeq,GCF_000850725.1,"Chu,R., Zhang,X., Pan,N., Chen,Z., Li,Y., Zhao,X.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1163,complete,10,,,,,
NC_003767,Rice dwarf virus,RefSeq,GCF_000850725.1,"Xiao,J., Li,Y., Quan,S., Gu,H., Chen,Z., Zhao,X., Pan,N.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1036,complete,11,,,,,
NC_003768,Rice dwarf virus,RefSeq,GCF_000850725.1,"Li,Y., Xue,Z., Liu,Y., Quan,S., Pan,N., Chen,Z., Zhao,X.","National Center for Biotechnology Information, NIH",USA,1996-02-17,,Rice dwarf virus,1066,complete,12,,,,,
NC_001710,GB virus C,RefSeq,GCF_000862005.1,"Linnen,J., Wages,J. Jr., Zhang-Keck,Z.Y., Fry,K.E., Krawczynski,K.Z., Alter,H., Koonin,E., Gallagher,M., Alter,M., Hadziyannis,S., Karayiannis,P., Fung,K., Nakatsuji,Y., Shih,J.W., Young,L., Piatak,M. Jr., Hoover,C., Fernandez,J., Chen,S., Zou,J.C., Morris,T., Hyams,K.C., Ismay,S., Lifson,J.D., Hess,G., Foung,S.K., Thomas,H., Bradley,D., Margolis,H., Kim,J.P.","National Center for Biotechnology Information, NIH",USA,1996-01-27,,Pegivirus hominis,9392,complete,,,,,,
NC_003757,Rice ragged stunt virus,RefSeq,GCF_000852965.1,"Upadhyaya,N.M., Yang,M., Kositratana,W., Ghosh,A., Waterhouse,P.M.","National Center for Biotechnology Information, NIH",USA,1996-01-20,Thailand,Rice ragged stunt virus,1132,complete,9,,,,,
NC_001822,Leek white stripe virus,RefSeq,GCF_000855105.1,"Lot,H., Rubino,L., Delecolle,B., Jacquemond,M., Turturo,C., Russo,M.","National Center for Biotechnology Information, NIH",USA,1996-01-17,,Betanecrovirus porri,3662,complete,,,,,,
NC_003482,Barley mild mosaic virus,RefSeq,GCF_000862285.1,"Peerenboom,E., Jacobi,V., Antoniw,J.F., Schlichter,U., Cartwright,E.J., Steinbiss,H.H., Adams,M.J.","National Center for Biotechnology Information, NIH",USA,1996-01-06,UK-F,Barley mild mosaic virus,3524,complete,RNA 2,,,Hordeum vulgare,,
