Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_008183,Black raspberry necrosis virus,RefSeq,GCF_000867325.1,"Halgren,A., Tzanetakis,I.E., Martin,R.R., Halgren,A.B.","National Center for Biotechnology Information, NIH",USA,2006-06-17,BRDaV-1,Sadwavirus rubi,Sadwavirus,6364,complete,RNA 2,USA,,,,
NC_008056,Sida mosaic Sinaloa virus,RefSeq,GCF_000867305.1,"Mauricio-Castillo,J.A., Mendez-Lozano,J., Arguello-Astorga,G.R.","National Center for Biotechnology Information, NIH",USA,2006-06-07,Sinaloa,Sida mosaic Sinaloa virus,Begomovirus,2577,complete,DNA B,Mexico,,,,
NC_008057,Tomato golden mottle virus,RefSeq,GCF_000839225.1,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Alpuche-Solis,A.G.","National Center for Biotechnology Information, NIH",USA,2006-06-07,SLP,Tomato golden mottle virus,Begomovirus,2558,complete,DNA B,Mexico: San Luis Potosi,,Solanum lycopersicum,,2005
NC_008058,Tomato golden mottle virus,RefSeq,GCF_000839225.1,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Gregorio-Jorge,J., Ambriz-Granados,S., Alpuche-Solis,A.G., Monreal-Vargas,C.T.","National Center for Biotechnology Information, NIH",USA,2006-06-07,Rioverde-SLP,Tomato golden mottle virus,Begomovirus,2614,complete,DNA A,Mexico,,Solanum lycopersicum,,2005
NC_008059,Sida mosaic Sinaloa virus,RefSeq,GCF_000867305.1,"Mauricio-Castillo,J.A., Arguello-Astorga,G.R., Mendez-Lozano,J.","National Center for Biotechnology Information, NIH",USA,2006-06-07,Guasave-Sinaloa,Sida mosaic Sinaloa virus,Begomovirus,2605,complete,DNA A,Mexico,,,,2005
NC_008037,Prune dwarf virus,RefSeq,GCF_000869765.1,"Scott,S.W., Zimmerman,M.T.","National Center for Biotechnology Information, NIH",USA,2006-05-18,,Prune dwarf virus,Ilarvirus,2593,complete,RNA 2,,,,,
NC_008039,Prune dwarf virus,RefSeq,GCF_000869765.1,"Rampitsch,C., Eastwell,K.C.","National Center for Biotechnology Information, NIH",USA,2006-05-18,Salmo BC cherry,Prune dwarf virus,Ilarvirus,3374,complete,RNA 1,,,Prunus,,
NC_008040,Redspotted grouper nervous necrosis virus,RefSeq,GCF_000869085.1,"Iwamoto,T., Okinaka,Y., Mise,K., Mori,K.I., Arimoto,M., Okuno,T., Nakai,T.","National Center for Biotechnology Information, NIH",USA,2006-05-18,,Redspotted grouper nervous necrosis virus,Betanodavirus,3105,complete,RNA 1,,,,,
NC_008041,Redspotted grouper nervous necrosis virus,RefSeq,GCF_000869085.1,"Iwamoto,T., Okinaka,Y., Mise,K., Mori,K.I., Arimoto,M., Okuno,T., Nakai,T.","National Center for Biotechnology Information, NIH",USA,2006-05-18,,Redspotted grouper nervous necrosis virus,Betanodavirus,1434,complete,RNA 2,,,,,
NC_007985,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,12098,complete,Q,,,Campoletis sonorensis,,
NC_007986,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,7276,complete,C,,,Campoletis sonorensis,,
NC_007987,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,6567,complete,B,,,Campoletis sonorensis,,
NC_007988,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,7760,complete,E,,,Campoletis sonorensis,,
NC_007989,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,8284,complete,G,,,Campoletis sonorensis,,
NC_007990,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,8171,complete,G2,,,Campoletis sonorensis,,
NC_007991,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,8315,complete,H,,,Campoletis sonorensis,,
NC_007992,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,8600,complete,I,,,Campoletis sonorensis,,
NC_007993,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,9155,complete,J,,,Campoletis sonorensis,,
NC_007994,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,9391,complete,L,,,Campoletis sonorensis,,
NC_007995,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,8864,complete,I2,,,Campoletis sonorensis,,
NC_007996,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,10223,complete,M,,,Campoletis sonorensis,,
NC_007998,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Lindstrom,K.G.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,11285,complete,O1,,,Campoletis sonorensis,,
NC_007999,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Lindstrom,K.G.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,11841,complete,P,,,Campoletis sonorensis,,
NC_008000,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Lindstrom,K.G.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,14531,complete,T,,,Campoletis sonorensis,,
NC_008001,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Lindstrom,K.G.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,14825,complete,U,,,Campoletis sonorensis,,
NC_008002,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,19557,complete,Z,,,Campoletis sonorensis,,
NC_008003,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A., Cuit,L., Cui,L.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,15510,complete,V,,,Campoletis sonorensis,,
NC_008004,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,7887,complete,F,,,Campoletis sonorensis,,
NC_008005,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,6283,complete,A2,,,Campoletis sonorensis,,
NC_008006,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,10757,complete,N,,,Campoletis sonorensis,,
NC_008008,Ichnoviriform sonorense,RefSeq,GCF_000867225.2,"Webb,B.A., Strand,M.R., Dickey,S.E., Beck,M.H., Hilgarth,R.S., Barney,W.E., Kadash,K., Kroemer,J.A., Lindstrom,K.G., Rattanadechakul,W., Shelby,K.S., Thoetkiattikul,H., Turnbull,M.W., Witherell,R.A.","National Center for Biotechnology Information, NIH",USA,2006-05-05,,Ichnoviriform sonorense,Ichnoviriform,7604,complete,D,,,,,
NC_007965,Merremia mosaic virus,RefSeq,GCF_000867165.1,"Brown,J.K., Idris,A.M., Torres-Jerez,I., Banks,G.K., Wyatt,S.D.","National Center for Biotechnology Information, NIH",USA,2006-04-19,,Merremia mosaic virus,Begomovirus,2557,complete,DNA A,Puerto Rico,PR,,,
NC_007966,Merremia mosaic virus,RefSeq,GCF_000867165.1,"Idris,A.M., Baumann,K., Bird,J., Brown,J.K.","National Center for Biotechnology Information, NIH",USA,2006-04-19,,Merremia mosaic virus,Begomovirus,2492,complete,DNA B,Puerto Rico,PR,,,
NC_007903,Mammarenavirus praomyidis,RefSeq,GCF_000866245.1,"Charrel,R.N., de Lamballerie,X., Emonet,S., Lemasson,J.J., Gonzalez,J.P., Lemasson,J.-J., Gonzalez,J.-P., Charrel,R.","National Center for Biotechnology Information, NIH",USA,2006-03-16,,Mammarenavirus praomyidis,Mammarenavirus,3380,complete,S,,,,,
NC_007904,Mammarenavirus praomyidis,RefSeq,GCF_000866245.1,"Charrel,R.N., de Lamballerie,X., Emonet,S., Lemasson,J.J., Gonzalez,J.P., Lemasson,J.-J., Gonzalez,J.-P., Charrel,R.","National Center for Biotechnology Information, NIH",USA,2006-03-16,,Mammarenavirus praomyidis,Mammarenavirus,7325,complete,L,,,,,
NC_007905,Mammarenavirus ippyense,RefSeq,GCF_000866285.1,"Charrel,R.N., de Lamballerie,X., Emonet,S., Lemasson,J.J., Gonzalez,J.P., Lemasson,J.-J., Gonzalez,J.-P., Charrel,R.","National Center for Biotechnology Information, NIH",USA,2006-03-16,,Mammarenavirus ippyense,Mammarenavirus,3366,complete,S,,,,,
NC_007906,Mammarenavirus ippyense,RefSeq,GCF_000866285.1,"Charrel,R.N., de Lamballerie,X., Emonet,S., Lemasson,J.J., Gonzalez,J.P., Lemasson,J.-J., Gonzalez,J.-P., Charrel,R.","National Center for Biotechnology Information, NIH",USA,2006-03-16,,Mammarenavirus ippyense,Mammarenavirus,7316,complete,L,,,,,
NC_007736,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-27,,Seadornavirus liaoningense,Seadornavirus,3740,complete,1,China,,,,
NC_007737,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-27,,Seadornavirus liaoningense,Seadornavirus,3055,complete,2,China,,,,
NC_007739,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-27,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,2062,complete,4,China,,,,
NC_007740,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-27,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,1870,complete,5,China,,,,
NC_007741,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-27,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,1750,complete,6,China,,,,
NC_007742,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,1208,complete,7,China,,,,
NC_007743,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,1147,complete,8,China,,,,
NC_007744,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,943,complete,9,China,,,,
NC_007745,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,903,complete,10,China,,,,
NC_007746,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,897,complete,11,China,,,,
NC_007747,Liao ning virus,RefSeq,GCF_000866185.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2006-01-26,LNV-NE9712,Seadornavirus liaoningense,Seadornavirus,760,complete,12,China,,,,
NC_007748,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,3987,complete,1,Peru,,,,1997
NC_007749,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,2856,complete,2,Peru,,,,1997
NC_007751,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1996,complete,4,Peru,,,,1997
NC_007752,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1695,complete,6,Peru,,,,1997
NC_007753,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1071,complete,9,Peru,,,,1997
NC_007754,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1180,complete,8,Peru,,,,1997
NC_007755,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1784,complete,5,Peru,,,,1997
NC_007756,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,1613,complete,7,Peru,,,,1997
NC_007757,Peruvian horse sickness virus,RefSeq,GCF_000867005.1,"Attoui,H., Mendez-Lopez,M.R., Rao,S., Hurtado-Alendes,A., Lizaraso-Caparo,F., Jaafar,F.M., Samuel,A.R., Belhouchet,M., Pritchard,L.I., Melville,L., Weir,R.P., Hyatt,A.D., Davis,S.S., Lunt,R., Calisher,C.H., Tesh,R.B., Fujita,R., Mertens,P.P., Rosario,M., Tesh,B., Hurtado,A., Meyer,A., Hice,C., Mertens,P.P.C.","National Center for Biotechnology Information, NIH",USA,2006-01-26,,Peruvian horse sickness virus,Orbivirus,819,complete,10,Peru,,,,1997
NC_007730,Vernonia yellow vein virus,RefSeq,GCF_000864465.1,"Packialakshmi,R.M., Srivastava,N., Girish,K.R., Usha,R.","National Center for Biotechnology Information, NIH",USA,2006-01-25,,Vernonia yellow vein virus,Begomovirus,2745,complete,DNA-A,India:Madurai,,Cyanthillium cinereum,plant leaf,
NC_007723,Tomato leaf curl Joydebpur virus,RefSeq,GCF_000864425.1,"Maruthi,M.N., Rekha,A.R., Alam,S.N., Kader,K.A., Cork,A., Colvin,J.","National Center for Biotechnology Information, NIH",USA,2006-01-23,,Tomato leaf curl Joydebpur virus,Begomovirus,2761,complete,DNA-A,"Bangladesh:Gazipur, Joydebpur",,Solanum lycopersicum,,
NC_007726,Tomato yellow spot virus,RefSeq,GCF_000865405.1,"Fernandes,J.J., Carvalho,M.G., Andrade,E.C., Brommonschenkel,S.H., Fontes,E.P.B., Zerbini,F.M., Calegario,R.F., Ferreira,S.S.","National Center for Biotechnology Information, NIH",USA,2006-01-23,[Brazil:Minas Gerais-Bicas2:1999],Tomato yellow spot virus,Begomovirus,2674,complete,DNA A,Brazil,,,,
NC_007727,Tomato yellow spot virus,RefSeq,GCF_000865405.1,"Calegario,R.F., Ferreira,S.S., Andrade,E.C., Zerbini,F.M.","National Center for Biotechnology Information, NIH",USA,2006-01-23,[Brazil:Minas Gerais-Bicas2:1999],Tomato yellow spot virus,Begomovirus,2626,complete,DNA B,Brazil,,,,
NC_007656,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,3993,complete,1,China,,,,
NC_007657,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,2900,complete,2,China,,,,
NC_007659,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1993,complete,4,China,,,,
NC_007660,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1957,complete,5,China,,,,
